SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes
0,1,70,True,False,True,False,True,True,False,True
0,32,76,False,True,True,False,False,False,True,False
1,7,85,False,False,True,False,False,False,False,True
0,1,91,True,False,True,True,True,False,True,True
0,45,87,False,False,True,False,False,False,False,True
0,5,91,False,False,True,True,True,False,False,True
0,25,74,True,False,True,False,False,False,False,False
0,9,70,True,False,True,False,False,False,False,False
0,1,40,False,True,False,False,True,False,False,True
1,7,74,True,False,True,True,True,False,False,True
0,17,20,True,False,True,False,False,False,False,False
1,39,99,False,False,True,True,False,False,False,False
0,36,95,False,False,True,False,False,False,False,False
0,32,86,True,False,True,True,False,False,True,False
0,40,50,True,False,True,False,False,False,True,False
0,39,73,True,False,True,False,True,False,False,False
0,2,20,False,False,True,True,True,False,False,False
0,35,86,False,False,True,False,False,False,True,True
0,49,99,True,False,True,True,False,True,False,False
0,3,21,True,False,True,True,False,False,True,True
1,2,84,False,False,True,False,False,False,False,False
0,4,20,True,False,True,False,False,True,False,False
0,26,52,True,False,True,False,False,False,True,False
0,18,34,True,False,False,True,True,False,False,False
1,71,106,True,False,True,False,True,True,False,False
0,72,87,True,False,True,False,False,False,True,False
0,51,94,False,False,True,True,True,False,False,False
0,71,90,False,True,True,False,False,False,False,False
0,70,20,True,False,True,False,False,False,True,False
1,72,25,True,False,True,True,False,False,False,False
0,63,109,False,False,True,False,False,False,True,False
0,1,50,False,False,True,False,False,False,False,True
0,69,85,True,False,True,False,True,False,False,False
0,29,49,True,False,True,True,True,False,True,False
0,47,85,False,False,True,False,True,False,False,True
1,8,80,True,True,True,False,False,True,False,True
0,24,79,False,True,True,True,True,False,False,False
0,3,41,True,False,False,True,True,False,False,False
0,31,78,True,False,True,True,False,False,True,True
0,1,74,False,False,True,False,False,False,False,True
0,40,67,True,False,True,True,True,False,False,False
0,56,24,True,True,True,True,False,False,False,False
0,3,95,False,False,True,True,False,False,True,True
0,46,38,True,False,False,True,False,False,True,False
0,9,41,True,False,False,True,True,True,False,True
0,1,46,True,False,True,True,True,False,False,True
0,44,69,True,False,True,True,True,True,False,False
0,12,84,False,True,True,False,True,False,False,False
0,12,90,True,False,True,True,False,False,True,False
0,35,102,True,False,True,False,True,False,False,True
0,57,74,True,True,True,False,False,False,False,False
1,50,71,False,False,True,False,True,False,True,True
1,29,96,True,False,True,False,False,False,True,True
1,49,91,False,False,True,False,False,True,False,True
0,3,69,True,False,True,True,True,False,False,True
0,8,95,True,True,True,False,True,False,False,False
0,61,104,True,True,True,True,True,False,False,False
0,27,19,True,False,True,False,False,False,False,False
0,5,34,False,True,False,False,False,True,False,False
1,1,74,False,False,True,False,False,False,False,True
0,44,25,True,True,True,False,False,False,False,False
0,4,98,False,True,True,False,False,False,False,True
0,72,88,True,True,True,False,True,False,False,False
0,4,40,True,False,False,False,False,False,False,False
0,58,20,True,False,True,True,True,False,False,False
0,71,106,True,True,True,True,True,False,False,True
0,35,80,False,False,True,True,False,True,False,False
0,71,85,True,True,True,False,False,False,False,False
0,3,20,True,False,True,False,False,True,False,False
0,12,107,True,False,True,False,False,True,False,True
1,72,74,True,False,True,False,False,False,False,False
0,19,100,True,True,True,False,False,False,False,True
0,1,20,False,False,True,True,True,False,False,True
0,46,109,False,False,True,False,False,False,False,False
0,64,55,False,True,False,True,False,False,True,False
0,2,61,True,True,True,False,False,True,False,False
0,1,85,True,False,True,True,True,False,True,True
0,1,21,True,True,True,False,False,True,False,False
0,23,74,False,False,True,False,False,False,False,False
0,17,107,True,False,True,True,True,False,False,False
1,66,100,True,True,True,False,True,False,False,True
0,9,45,False,False,True,True,False,False,True,True
0,1,85,False,False,True,False,False,True,False,True
0,9,76,True,False,True,False,True,False,False,False
1,26,94,False,False,True,False,False,False,False,True
0,2,20,False,False,True,True,True,False,False,False
0,36,41,False,True,False,False,True,False,False,False
0,61,70,True,False,True,False,False,False,True,False
0,8,84,False,True,True,False,False,False,False,True
0,39,81,True,False,True,True,True,False,False,False
0,58,60,False,False,True,False,False,False,True,False
0,3,30,True,False,False,False,False,True,False,False
0,30,51,False,True,False,True,True,False,False,True
0,48,80,False,True,True,False,False,False,True,False
1,27,96,True,False,True,False,True,False,False,True
0,1,46,True,False,True,False,False,False,True,False
0,4,42,True,False,False,False,False,False,True,False
1,16,87,True,False,True,False,False,False,False,True
0,69,106,True,False,True,True,True,False,False,True
0,40,84,False,False,True,True,False,False,True,False
0,71,25,False,True,True,False,False,True,False,False
0,31,80,True,False,True,True,True,False,True,False
0,4,66,True,False,True,False,False,False,False,False
0,52,105,True,False,True,False,False,True,False,True
0,29,34,True,False,False,False,True,True,False,False
1,53,104,True,False,True,False,True,False,False,True
0,1,44,True,False,True,False,False,True,False,False
1,30,106,True,False,True,True,True,False,False,False
1,42,56,False,False,True,False,True,False,False,False
0,49,75,True,True,True,False,False,False,True,True
0,3,77,True,False,True,True,True,False,False,True
0,6,45,True,False,True,False,False,False,False,True
1,63,84,True,False,True,False,False,True,False,False
1,3,81,True,False,True,True,True,True,False,True
0,44,20,False,True,True,True,True,False,True,False
0,64,113,False,True,True,True,True,True,False,False
0,1,20,True,True,True,True,False,False,True,False
0,41,20,True,True,True,False,True,True,False,False
0,40,104,True,False,True,False,False,False,False,True
0,71,100,True,True,True,False,False,False,False,False
0,12,25,True,False,True,False,False,False,True,False
0,19,58,False,False,True,True,False,True,False,False
0,4,48,False,False,False,True,True,False,False,False
0,12,54,True,False,True,True,False,False,True,False
0,35,110,True,True,True,False,False,False,False,False
0,14,59,False,True,True,False,False,False,False,False
0,23,84,False,True,True,False,False,False,True,False
0,3,20,True,True,True,True,True,False,True,False
0,19,100,True,False,True,False,False,False,False,True
0,28,64,True,True,True,True,False,True,False,False
1,33,50,True,False,False,True,True,False,True,False
1,52,49,True,False,False,False,True,False,False,False
0,30,50,True,False,True,False,False,False,False,False
0,50,20,False,True,True,True,True,False,False,False
0,1,54,True,False,True,True,False,False,True,True
1,23,21,True,False,True,True,False,False,True,False
0,61,20,False,True,True,True,False,False,True,False
0,13,78,True,True,True,True,True,False,False,False
0,44,93,True,True,True,False,False,True,False,False
0,62,106,True,True,True,False,False,False,False,False
0,7,75,False,False,True,True,True,False,False,True
0,15,88,False,False,True,True,True,False,False,True
0,26,20,False,True,True,True,False,False,False,False
1,22,82,False,False,True,True,True,False,False,False
0,2,69,False,False,True,True,True,False,False,True
1,1,46,False,False,True,False,False,False,False,True
0,66,29,True,False,False,False,True,False,False,False
0,42,78,False,False,True,True,True,True,False,False
0,72,86,True,False,True,True,False,False,False,False
0,25,20,True,False,True,False,False,False,True,False
0,47,103,True,False,True,False,False,False,False,False
0,69,106,False,False,True,True,True,False,False,False
0,15,100,True,False,True,True,False,False,True,False
0,9,102,True,True,True,False,True,True,False,False
0,5,20,True,False,True,False,False,False,False,False
0,67,60,False,True,False,True,False,False,True,False
0,26,62,True,False,True,True,False,True,False,False
0,67,72,False,False,True,False,True,False,False,False
0,40,79,False,False,True,True,True,False,True,False
0,11,21,True,True,True,False,False,False,True,False
0,61,20,False,False,True,False,True,False,False,False
0,46,20,False,True,True,False,False,False,False,False
0,59,20,True,True,True,False,False,False,True,False
0,29,20,False,False,True,False,False,False,False,False
0,49,98,True,True,True,False,True,False,False,False
1,40,104,False,False,True,True,True,False,False,False
0,20,89,True,False,True,True,True,False,False,True
0,67,20,True,False,True,False,True,False,False,False
0,72,75,True,True,True,True,False,False,False,False
0,69,105,True,False,True,False,False,True,False,False
0,1,90,True,True,True,False,True,False,False,False
0,61,119,False,False,True,True,True,False,False,False
1,69,74,True,False,True,True,False,False,True,False
0,1,19,False,False,True,False,False,False,True,False
1,72,77,True,False,True,False,False,True,False,False
0,72,42,True,False,False,False,False,True,False,False
0,31,89,True,False,True,False,False,False,True,False
0,5,89,True,False,True,False,False,True,False,False
0,12,20,False,False,True,True,True,False,False,False
0,4,55,False,False,True,True,True,False,False,False
0,10,60,True,False,True,False,False,True,False,False
0,30,50,True,False,True,True,True,False,False,False
1,61,64,True,False,True,False,False,False,False,False
0,9,49,False,True,True,False,False,False,False,False
0,1,20,True,False,True,True,True,False,False,False
0,72,84,True,False,True,True,True,True,False,False
0,2,20,False,False,True,True,True,False,True,False
0,12,21,True,True,True,False,False,False,False,False
0,46,81,True,True,True,False,True,False,False,False
1,22,26,False,False,True,True,True,False,False,False
0,9,91,False,False,True,False,False,True,False,True
0,21,79,False,False,True,False,False,True,False,False
0,32,19,True,True,True,False,True,False,False,False
0,52,84,True,False,True,True,True,False,True,False
0,71,25,False,False,True,False,True,False,False,False
0,22,20,False,True,True,False,True,False,False,False
0,58,111,False,False,True,True,True,False,False,False
0,68,24,True,True,True,True,True,True,False,False
1,24,80,True,False,True,False,True,False,False,False
0,22,90,False,False,True,False,False,False,False,True
0,72,80,False,True,True,True,False,False,True,False
0,68,88,False,False,True,False,False,True,False,False
0,9,69,True,False,True,True,True,False,True,False
0,48,35,False,False,False,False,False,False,False,True
0,1,50,False,False,True,False,False,False,False,False
1,1,91,False,False,True,False,False,False,True,True
0,15,56,False,False,True,True,True,False,False,True
0,55,85,False,True,True,True,True,False,False,False
0,32,101,False,False,True,False,False,True,False,False
0,43,80,True,False,True,False,True,False,False,False
0,10,98,False,False,True,True,True,False,False,True
0,31,80,False,False,True,False,False,False,False,True
0,71,100,False,True,True,True,True,False,True,False
0,39,20,True,False,True,False,False,False,True,False
0,1,20,True,True,True,True,False,False,True,True
0,71,91,True,False,True,True,False,False,True,False
0,28,81,False,True,True,False,False,False,True,True
1,45,86,False,False,True,False,False,True,False,False
0,10,36,False,False,False,True,True,False,False,False
0,60,100,False,False,True,True,True,True,False,False
0,24,20,False,True,True,True,True,True,False,False
0,3,31,False,True,False,True,False,False,True,True
0,34,21,True,True,True,False,False,False,False,False
0,59,69,True,False,True,False,False,False,True,False
1,33,94,True,False,True,False,True,False,False,True
0,17,93,False,False,True,True,True,False,False,False
0,49,75,True,False,True,False,False,False,True,False
0,33,19,True,True,True,False,False,False,False,False
0,67,21,False,False,True,True,False,False,True,False
0,57,113,False,False,True,True,True,False,True,True
0,72,67,True,True,False,True,True,False,True,False
0,2,90,False,False,True,False,False,False,True,True
0,37,72,False,False,True,True,True,False,True,False
0,37,26,False,True,True,False,False,False,True,False
0,4,90,True,False,True,True,True,True,False,True
1,49,90,False,False,True,False,False,False,True,False
0,67,91,True,False,True,False,False,False,False,True
0,68,73,False,True,True,False,False,False,False,False
0,51,86,False,True,True,False,False,False,False,False
0,1,25,True,True,False,False,True,False,False,False
0,8,20,True,True,True,False,False,False,True,False
0,37,99,False,False,True,False,False,False,False,True
1,11,78,True,False,True,True,True,False,False,False
1,42,74,False,False,True,False,False,False,False,True
0,18,56,False,True,True,True,True,False,True,False
0,71,109,True,True,True,False,True,False,False,False
0,1,89,False,True,True,True,False,False,False,False
0,57,90,True,False,True,True,True,False,False,False
0,2,71,False,False,True,True,True,True,False,True
0,8,45,False,True,True,True,False,False,False,False
0,23,20,True,False,True,False,True,True,False,False
0,7,75,False,False,True,False,False,False,False,True
0,48,25,False,False,True,False,False,False,False,False
0,36,79,True,False,True,False,True,False,False,False
0,18,50,True,False,True,True,True,False,False,True
1,54,99,False,False,True,False,False,True,False,False
0,7,36,True,False,False,True,True,False,False,False
0,45,19,True,False,True,True,False,False,False,False
0,30,19,True,False,True,False,False,False,True,False
0,49,60,True,True,True,False,False,True,False,False
0,24,25,False,False,True,True,True,False,False,False
1,65,105,False,False,True,True,False,False,True,True
1,50,102,True,False,True,False,False,False,False,False
0,69,39,True,True,False,False,False,True,False,False
0,15,60,True,True,True,False,False,False,False,False
0,3,82,True,False,True,False,False,False,False,False
1,11,60,True,False,True,False,True,True,False,False
0,24,105,True,False,True,True,True,True,False,True
0,46,20,True,False,True,True,True,False,False,False
0,67,25,False,True,True,True,False,False,True,False
0,31,20,True,False,True,False,True,False,False,False
0,6,20,True,False,True,False,True,False,False,False
0,29,75,False,False,True,False,False,True,False,False
0,34,98,True,True,True,True,False,False,False,False
1,72,110,True,False,True,True,True,False,True,False
0,39,56,False,False,False,False,False,False,False,True
0,65,90,False,True,True,False,True,False,False,False
0,2,25,True,False,False,False,False,False,False,True
0,3,85,False,True,True,False,False,False,False,True
0,1,49,True,False,True,True,False,False,False,False
1,15,74,True,False,True,False,False,False,True,True
0,56,60,True,False,True,True,False,False,False,False
0,70,116,False,False,True,True,True,False,False,True
0,2,87,False,False,True,False,False,False,False,True
0,55,19,True,True,True,True,True,True,False,False
0,71,107,False,False,True,True,False,False,False,False
0,49,99,True,False,True,False,False,True,False,False
0,10,20,False,False,True,False,False,False,True,False
0,1,20,True,False,True,True,True,False,False,True
0,1,70,False,False,True,True,False,True,False,True
0,52,74,False,False,True,False,False,False,True,False
0,3,90,True,False,True,False,False,True,False,False
0,3,20,False,False,True,True,True,True,False,False
0,66,104,True,False,True,False,False,True,False,False
0,5,21,False,False,True,False,False,False,True,False
0,35,62,False,False,True,False,False,False,False,False
0,46,95,True,False,True,True,False,False,True,False
0,1,25,False,False,False,False,True,True,False,False
0,70,90,False,False,True,True,True,False,False,False
0,49,66,True,False,True,True,True,False,False,False
0,51,84,True,True,True,True,False,False,True,False
0,4,78,True,False,True,True,True,True,False,True
0,68,71,True,True,True,True,True,False,False,False
